标题,价格(元),所在地,想要人数,商品URL
张飞审瓜 1984年一版一印保老包真内页如图所示绘画精美原汁原味欢迎咨询,315.0,北京,0,https://www.goofish.com/item?id=743285739645&categoryId=126862193
出售经典动画片16mm电影胶片《张飞审瓜》，片新干净 无接头 无烂孔，几乎没放几次，保存良好，全原护，适合收藏与放映。胶片略有岁月痕迹，但整体完好，无变形或脱模情况，感兴趣的朋友欢迎联系！,300.0,河南,4,https://www.goofish.com/item?id=912237549942&categoryId=126862150
彩色连环画《张飞审瓜》，中电版大缺，普阅本，封底内页全，实品 如图。注：几十年前的老书难免有各种瑕疵（如黄斑、钉锈、字迹、裂口、受潮、折角、涂鸦、孔洞、水渍等等）一分钱一分货，标价己充分考虑因素，请谨慎下单，二手藏书卖出不退不换。                  购买连环画50元以上包邮政，不足(三本内)加3元谢谢。,260.0,山东,0,https://www.goofish.com/item?id=886591233158&categoryId=126862193
连环画 小儿书 电影连环画册 张飞审瓜  改编 上海美术电影 制片厂  中国电影出版社出版  1201工厂制版印刷  新华书店发行  1984年2月第一版第一印 64开  稀少！！  如图所示！一物一图！标价即为卖价！  童年回忆！做工精美！！外观较好！内容清晰完整！内页全彩色！！取材皮影戏！  如无...,580.0,天津,0,https://www.goofish.com/item?id=786499288815&categoryId=126862193
出老动画片《猎人海力布》《除夕的故事》《张飞审瓜》，一部50 0，经典35毫米电影胶片，全一本动画片。电影胶片是特殊商品拍下不退不换。看好再拍。不包运费，看目录的加绿色， ljiabin117,500.0,广东,0,https://www.goofish.com/item?id=934872722869&categoryId=126862150
内页全品连环画《张飞审西瓜》，颜梅华绘画，少年儿童出版社出版 ，64开线装，1981年一版一印，印量90万册。三个小故事组成。北方藏书内页全品挺括板正雪白，封面一道阅痕规则，封底微瑕如图。除此以外算钢板书,248.0,黑龙江,2000,https://www.goofish.com/item?id=933461335619&categoryId=126862193
张飞审瓜 电影海报 尺寸对开 喜欢的来,300.0,北京,0,https://www.goofish.com/item?id=908924039461&categoryId=126862263
16毫米上美剪纸动画片《张飞审瓜》，1980年拍摄，怀旧意义 非凡。全1本头尾后护，头有厂标，尾没有剧终，尾到地保撑伞送小妇人回家、姚得布游街示众。颜色发红，铁盒片夹实物照片，正常放映，售出不退不换，320元运费到付，议价闲聊的勿扰。,320.0,河北,0,https://www.goofish.com/item?id=859781643313&categoryId=126862150
连环画 张飞审瓜 剪纸动画电影画册 中国电影出版社 1984 年2月第1版第1印  如图所示，一物一图！标价即为卖价！  保真包老！外观完好，内容完整！  二手图书，不退不换！购买前请联系观看实物视频！,450.0,天津,0,https://www.goofish.com/item?id=733949514082&categoryId=126862193
拳王与孤儿，张飞审瓜。全新未拆封录像带，95年的录像带。因为 没有开封，所以不知道内部情况，外观看没有问题。所见即所得。发出不退不换。本地自提，痛快下单的包邮非偏远。标价为3盒打包价格。怀旧精品。录像带，录像带哈。,888.0,山东,0,https://www.goofish.com/item?id=727500302810&categoryId=126862149
连环画-张飞审西瓜，品相如图，有轻微黄斑，内页较新，喜欢的朋 友别错过！,288.0,云南,1,https://www.goofish.com/item?id=719724502641&categoryId=126862193
